timestamp,strategy,regime,price,quantity,mm_bought,mm_sold
278,FixedSpread,SellPressure,99.187583,5,0,0
278,FixedSpread,SellPressure,99.186242,10,1,0
278,FixedSpread,SellPressure,99.154459,3,1,0
279,FixedSpread,SellPressure,99.262749,4,0,0
279,FixedSpread,SellPressure,99.286242,10,0,1
279,FixedSpread,SellPressure,99.290798,4,0,0
282,FixedSpread,SellPressure,99.262358,3,0,1
283,FixedSpread,SellPressure,99.262358,7,0,1
283,FixedSpread,SellPressure,99.286772,4,0,0
284,FixedSpread,SellPressure,99.162358,10,1,0
284,FixedSpread,SellPressure,99.154459,5,1,0
285,FixedSpread,SellPressure,99.154459,2,1,0
285,FixedSpread,SellPressure,99.150000,16,0,0
286,FixedSpread,SellPressure,99.150000,1,0,0
288,FixedSpread,SellPressure,99.150000,11,0,0
289,FixedSpread,SellPressure,99.150000,16,0,0
291,FixedSpread,SellPressure,99.150000,6,0,0
291,FixedSpread,SellPressure,99.142856,10,1,0
291,FixedSpread,SellPressure,99.125252,3,1,0
292,FixedSpread,SellPressure,99.125252,2,1,0
294,FixedSpread,SellPressure,99.125252,1,1,0
297,FixedSpread,SellPressure,99.125252,4,1,0
297,FixedSpread,SellPressure,99.100000,5,0,0
299,FixedSpread,SellPressure,99.100000,9,0,0
300,FixedSpread,SellPressure,99.100000,10,0,0
302,FixedSpread,SellPressure,99.158176,6,0,0
305,FixedSpread,SellPressure,99.100000,16,0,0
309,FixedSpread,SellPressure,99.100000,1,0,0
310,FixedSpread,SellPressure,99.100000,9,0,0
312,FixedSpread,SellPressure,99.135823,10,0,1
312,FixedSpread,SellPressure,99.150309,6,0,0
313,FixedSpread,SellPressure,99.060350,10,1,0
313,FixedSpread,SellPressure,99.050000,7,0,0
315,FixedSpread,SellPressure,99.150309,3,0,0
316,FixedSpread,SellPressure,99.050000,20,0,0
317,FixedSpread,SellPressure,99.150309,7,0,0
317,FixedSpread,SellPressure,99.158176,10,0,0
317,FixedSpread,SellPressure,99.160350,2,0,1
320,FixedSpread,SellPressure,99.067680,1,0,0
321,FixedSpread,SellPressure,99.067680,7,0,0
321,FixedSpread,SellPressure,99.050000,4,0,0
323,FixedSpread,SellPressure,99.050000,5,0,0
324,FixedSpread,SellPressure,99.050000,12,0,0
326,FixedSpread,SellPressure,99.050000,2,0,0
326,FixedSpread,SellPressure,99.035823,10,1,0
326,FixedSpread,SellPressure,99.019017,7,1,0
328,FixedSpread,SellPressure,99.019017,3,1,0
328,FixedSpread,SellPressure,99.000000,10,0,0
329,FixedSpread,SellPressure,99.070805,6,0,0
332,FixedSpread,SellPressure,99.070805,5,0,0
332,FixedSpread,SellPressure,99.085738,9,0,1
334,FixedSpread,SellPressure,99.000000,13,0,0
335,FixedSpread,SellPressure,99.000000,6,0,0
336,FixedSpread,SellPressure,99.085738,1,0,1
336,FixedSpread,SellPressure,99.088561,12,0,0
